t,n,dt,Kinetic Energy,Electric Energy,Total Energy
0,0,0.111367,0,0.0158495,0.0158495
0.111367,1,0.111367,7.47118e-06,0.0158385,0.0158459
0.222733,2,0.111367,6.72059e-05,0.0158056,0.0158728
0.3341,3,0.111367,0.00018649,0.0157512,0.0159377
0.445466,4,0.111367,0.000364954,0.0156759,0.0160409
0.556833,5,0.111367,0.000602045,0.0155805,0.0161825
0.668199,6,0.111367,0.000897027,0.015466,0.016363
0.779566,7,0.111367,0.00124899,0.0153337,0.0165827
0.890932,8,0.111367,0.00165683,0.0151851,0.016842
1.0023,9,0.111367,0.0021193,0.0150219,0.0171412
1.11367,10,0.111367,0.00263495,0.0148461,0.017481
1.22503,11,0.111367,0.0032022,0.0146596,0.0178618
1.3364,12,0.111367,0.00381927,0.0144649,0.0182842
1.44777,13,0.111367,0.00448427,0.0142644,0.0187487
1.55913,14,0.111367,0.00519512,0.0140608,0.0192559
1.6705,15,0.111367,0.00594962,0.013857,0.0198066
1.78186,16,0.111367,0.00674544,0.0136558,0.0204012
1.89323,17,0.111367,0.0075801,0.0134605,0.0210406
2.0046,18,0.111367,0.00845102,0.0132744,0.0217254
2.11596,19,0.111367,0.0093555,0.0131007,0.0224562
2.22733,20,0.111367,0.0102907,0.012943,0.0232338
2.3387,21,0.111367,0.0112538,0.012805,0.0240588
2.45006,22,0.111367,0.0122418,0.0126902,0.024932
2.56143,23,0.111367,0.0132516,0.0126024,0.025854
2.6728,24,0.111367,0.01428,0.0125454,0.0268254
2.78416,25,0.111367,0.015324,0.012523,0.027847
2.89553,26,0.111367,0.0163802,0.0125186,0.0288987
3.0069,27,0.111367,0.0174453,0.0120808,0.0295262
3.11826,28,0.111367,0.0185162,0.0116743,0.0301904
3.22963,29,0.111367,0.0195894,0.0113031,0.0308925
3.341,30,0.111367,0.0206616,0.0109716,0.0316332
3.45236,31,0.111367,0.0217296,0.0106839,0.0324135
3.56373,32,0.111367,0.0227899,0.0104441,0.033234
3.6751,33,0.111367,0.0238394,0.0102562,0.0340956
3.78646,34,0.111367,0.0248747,0.0101243,0.0349989
3.89783,35,0.111367,0.0258926,0.0100521,0.0359447
4.0092,36,0.111367,0.02689,0.0100434,0.0369334
4.12056,37,0.111367,0.0278639,0.0101018,0.0379657
4.23193,38,0.111367,0.0288111,0.00998174,0.0387928
4.3433,39,0.111367,0.0297287,0.00953682,0.0392656
4.45466,40,0.111367,0.030614,0.00915933,0.0397733
4.56603,41,0.111367,0.0314641,0.00885274,0.0403169
4.6774,42,0.111367,0.0322764,0.00862031,0.0408968
4.78876,43,0.111367,0.0330485,0.00846514,0.0415136
4.90013,44,0.111367,0.0337778,0.00839007,0.0421679
5.0115,45,0.111367,0.0344622,0.00839774,0.0428599
5.12286,46,0.111367,0.0350995,0.00849058,0.0435901
5.23423,47,0.111367,0.0356877,0.00867073,0.0443585
5.34559,48,0.111367,0.0362251,0.00846893,0.044694
5.45696,49,0.111367,0.03671,0.00810941,0.0448194
5.56833,50,0.111367,0.0371408,0.00783798,0.0449787
5.67969,51,0.111367,0.0375162,0.00765631,0.0451725
5.79106,52,0.111367,0.037835,0.00756582,0.0454009
5.90243,53,0.111367,0.0380964,0.00756762,0.045664
6.01379,54,0.111367,0.0382994,0.00766258,0.045962
6.12516,55,0.111367,0.0384434,0.00785124,0.0462946
6.23653,56,0.111367,0.038528,0.00813388,0.0466619
6.34789,57,0.111367,0.0385529,0.00808054,0.0466335
6.45926,58,0.111367,0.0385181,0.00781348,0.0463316
6.57063,59,0.111367,0.0384236,0.00764037,0.046064
6.68199,60,0.111367,0.0382698,0.0075609,0.0458307
6.79336,61,0.111367,0.0380571,0.00757446,0.0456315
6.90473,62,0.111367,0.0377861,0.00768015,0.0454663
7.01609,63,0.111367,0.0374578,0.0078768,0.0453346
7.12746,64,0.111367,0.0370732,0.00816296,0.0452361
7.23883,65,0.111367,0.0366333,0.00853688,0.0451702
7.35019,66,0.111367,0.0361397,0.00863476,0.0447744
7.46156,67,0.111367,0.0355937,0.00846921,0.0440629
7.57293,68,0.111367,0.0349972,0.00839065,0.0433879
7.68429,69,0.111367,0.034352,0.00839686,0.0427488
7.79566,70,0.111367,0.03366,0.00848539,0.0421454
7.90703,71,0.111367,0.0329234,0.00865357,0.041577
8.01839,72,0.111367,0.0321445,0.00889851,0.041043
8.12976,73,0.111367,0.0313258,0.00921708,0.0405429
8.24113,74,0.111367,0.0304697,0.00960599,0.0400756
8.35249,75,0.111367,0.0295788,0.0100617,0.0396406
8.46386,76,0.111367,0.0286561,0.0100873,0.0387434
8.57523,77,0.111367,0.0277042,0.0100403,0.0377445
8.68659,78,0.111367,0.0267263,0.0100598,0.0367861
8.79796,79,0.111367,0.0257252,0.0101421,0.0358674
8.90932,80,0.111367,0.0247042,0.0102836,0.0349878
9.02069,81,0.111367,0.0236663,0.0104804,0.0341467
9.13206,82,0.111367,0.0226148,0.0107284,0.0333432
9.24342,83,0.111367,0.021553,0.0110236,0.0325766
9.35479,84,0.111367,0.0204841,0.011362,0.0318461
9.46616,85,0.111367,0.0194115,0.0117393,0.0311508
9.57752,86,0.111367,0.0183385,0.0121513,0.0304898
9.68889,87,0.111367,0.0172683,0.0125336,0.029802
9.80026,88,0.111367,0.0162044,0.0125242,0.0287286
9.91162,89,0.111367,0.01515,0.0125526,0.0277026
10.023,90,0.111367,0.0141084,0.0126149,0.0267234
10.1344,91,0.111367,0.0130829,0.0127075,0.0257903
10.2457,92,0.111367,0.0120765,0.0128264,0.0249028
10.3571,93,0.111367,0.0110924,0.0129679,0.0240603
10.4685,94,0.111367,0.0101337,0.0131285,0.0232622
10.5798,95,0.111367,0.0092034,0.0133044,0.0225078
10.6912,96,0.111367,0.00830429,0.0134923,0.0217966
10.8026,97,0.111367,0.00743919,0.0136888,0.021128
10.9139,98,0.111367,0.00661079,0.0138906,0.0205014
11.0253,99,0.111367,0.00582166,0.0140947,0.0199163
11.1367,100,0.111367,0.00507423,0.0142979,0.0193722
11.248,101,0.111367,0.00437083,0.0144976,0.0188685
11.3594,102,0.111367,0.00371364,0.0146912,0.0184048
11.4708,103,0.111367,0.00310469,0.014876,0.0179807
11.5821,104,0.111367,0.00254588,0.0150499,0.0175958
11.6935,105,0.111367,0.00203894,0.0152108,0.0172498
11.8049,106,0.111367,0.00158543,0.0153568,0.0169422
11.9162,107,0.111367,0.00118676,0.0154863,0.016673
12.0276,108,0.111367,0.000844174,0.0155977,0.0164418
12.139,109,0.111367,0.000558728,0.0156898,0.0162485
12.2503,110,0.111367,0.000331308,0.0157617,0.016093
12.3617,111,0.111367,0.000162618,0.0158126,0.0159752
12.4731,112,0.111367,5.31822e-05,0.0158418,0.015895
12.5844,113,0.111367,3.33937e-06,0.0158492,0.0158525
12.6958,114,0.111367,1.32441e-05,0.0158345,0.0158478
12.8072,115,0.111367,8.28656e-05,0.0157981,0.0158809
12.9185,116,0.111367,0.000211988,0.0157402,0.0159522
13.0299,117,0.111367,0.000400211,0.0156615,0.0160617
13.1413,118,0.111367,0.000646952,0.0155628,0.0162098
13.2526,119,0.111367,0.000951445,0.0154453,0.0163967
13.364,120,0.111367,0.00131275,0.0153102,0.0166229
13.4754,121,0.111367,0.00172974,0.0151591,0.0168888
13.5867,122,0.111367,0.00220112,0.0149936,0.0171947
13.6981,123,0.111367,0.00272544,0.0148158,0.0175413
13.8095,124,0.111367,0.00330107,0.0146279,0.0179289
13.9208,125,0.111367,0.00392622,0.014432,0.0183582
14.0322,126,0.111367,0.00459896,0.0142308,0.0188298
14.1436,127,0.111367,0.0053172,0.014027,0.0193442
14.2549,128,0.111367,0.00607872,0.0138234,0.0199021
14.3663,129,0.111367,0.00688114,0.013623,0.0205041
14.4777,130,0.111367,0.007722,0.013429,0.021151
14.589,131,0.111367,0.00859867,0.0132446,0.0218433
14.7004,132,0.111367,0.00950845,0.0130734,0.0225818
14.8118,133,0.111367,0.0104485,0.0129187,0.0233672
14.9231,134,0.111367,0.0114159,0.0127843,0.0242002
15.0345,135,0.111367,0.0124077,0.0126737,0.0250814
15.1459,136,0.111367,0.0134208,0.0125907,0.0260115
15.2572,137,0.111367,0.0144521,0.0125392,0.0269913
15.3686,138,0.111367,0.0154982,0.0125229,0.0280212
15.48,139,0.111367,0.0165562,0.0124441,0.0290002
15.5913,140,0.111367,0.0176225,0.0120112,0.0296337
15.7027,141,0.111367,0.018694,0.0116102,0.0303042
15.8141,142,0.111367,0.0197672,0.0112453,0.0310126
15.9254,143,0.111367,0.020839,0.0109208,0.0317598
16.0368,144,0.111367,0.0219059,0.0106407,0.0325466
16.1482,145,0.111367,0.0229647,0.0104093,0.0333739
16.2595,146,0.111367,0.024012,0.0102304,0.0342424
16.3709,147,0.111367,0.0250446,0.0101081,0.0351527
16.4823,148,0.111367,0.0260594,0.0100462,0.0361056
16.5936,149,0.111367,0.0270531,0.0100483,0.0371015
16.705,150,0.111367,0.0280228,0.0101182,0.038141
16.8164,151,0.111367,0.0289653,0.00990349,0.0388688
16.9277,152,0.111367,0.0298778,0.0094695,0.0393473
17.0391,153,0.111367,0.0307574,0.00910353,0.0398609
17.1505,154,0.111367,0.0316014,0.00880901,0.0404104
17.2618,155,0.111367,0.0324072,0.00858918,0.0409964
17.3732,156,0.111367,0.0331724,0.00844708,0.0416194
17.4845,157,0.111367,0.0338944,0.00838555,0.0422799
17.5959,158,0.111367,0.0345711,0.00840718,0.0429783
17.7073,159,0.111367,0.0352004,0.00851434,0.0437148
17.8186,160,0.111367,0.0357804,0.00870916,0.0444895
17.93,161,0.111367,0.0363091,0.00840333,0.0447125
18.0414,162,0.111367,0.0367851,0.00805829,0.0448434
18.1527,163,0.111367,0.0372068,0.00780163,0.0450085
18.2641,164,0.111367,0.037573,0.00763498,0.0452079
18.3755,165,0.111367,0.0378824,0.00755971,0.0454421
18.4868,166,0.111367,0.0381341,0.0075769,0.045711
18.5982,167,0.111367,0.0383273,0.00768736,0.0460147
18.7096,168,0.111367,0.0384615,0.00789158,0.0463531
18.8209,169,0.111367,0.0385363,0.00818981,0.0467261
18.9323,170,0.111367,0.0385513,0.00802978,0.0465811
19.0437,171,0.111367,0.0385066,0.0077783,0.0462849
19.155,172,0.111367,0.0384022,0.00762074,0.046023
19.2664,173,0.111367,0.0382386,0.00755674,0.0457953
19.3778,174,0.111367,0.0380162,0.00758564,0.0456018
19.4891,175,0.111367,0.0377357,0.00770649,0.0454422
19.6005,176,0.111367,0.0373979,0.00791808,0.045316
19.7119,177,0.111367,0.037004,0.00821891,0.0452229
19.8232,178,0.111367,0.0365552,0.0086072,0.0451624
19.9346,179,0.111367,0.0360527,0.00860122,0.044654
20.046,180,0.111367,0.0354983,0.00845023,0.0439485
20.1573,181,0.111367,0.0348936,0.00838588,0.0432795
20.2687,182,0.111367,0.0342405,0.00840591,0.0426464
20.3801,183,0.111367,0.0335409,0.00850783,0.0420488
20.4914,184,0.111367,0.0327972,0.00868894,0.0414861
20.6028,185,0.111367,0.0320115,0.0089463,0.0409578
20.7142,186,0.111367,0.0311864,0.00927676,0.0404632
20.8255,187,0.111367,0.0303243,0.00967699,0.0400013
20.9369,188,0.111367,0.029428,0.0101435,0.0395715
21.0483,189,0.111367,0.0285003,0.0100748,0.038575
21.1596,190,0.111367,0.0275439,0.010039,0.0375829
21.271,191,0.111367,0.0265619,0.0100692,0.0366311
21.3824,192,0.111367,0.0255573,0.0101616,0.0357189
21.4937,193,0.111367,0.0245333,0.0103125,0.0348458
21.6051,194,0.111367,0.0234929,0.010518,0.0340109
21.7165,195,0.111367,0.0224395,0.0107742,0.0332136
21.8278,196,0.111367,0.0213763,0.0110768,0.0324531
21.9392,197,0.111367,0.0203065,0.0114219,0.0317285
22.0506,198,0.111367,0.0192336,0.0118053,0.0310389
22.1619,199,0.111367,0.0181608,0.0122227,0.0303835
22.2733,200,0.111367,0.0170915,0.0125293,0.0296208
22.3847,201,0.111367,0.0160289,0.0125264,0.0285553
22.496,202,0.111367,0.0149764,0.0125607,0.0275371
22.6074,203,0.111367,0.0139373,0.0126283,0.0265655
22.7188,204,0.111367,0.0129147,0.0127254,0.0256401
22.8301,205,0.111367,0.0119118,0.0128484,0.0247601
22.9415,206,0.111367,0.0109317,0.0129933,0.023925
23.0529,207,0.111367,0.00997752,0.0131567,0.0231342
23.1642,208,0.111367,0.00905216,0.0133348,0.022387
23.2756,209,0.111367,0.0081585,0.0135244,0.0216829
23.387,210,0.111367,0.0072993,0.013722,0.0210213
23.4983,211,0.111367,0.00647723,0.0139244,0.0204016
23.6097,212,0.111367,0.00569484,0.0141285,0.0198233
23.7211,213,0.111367,0.00495455,0.0143313,0.0192859
23.8324,214,0.111367,0.00425866,0.0145302,0.0187889
23.9438,215,0.111367,0.00360933,0.0147225,0.0183318
24.0552,216,0.111367,0.00300857,0.0149056,0.0179142
24.1665,217,0.111367,0.00245824,0.0150775,0.0175358
24.2779,218,0.111367,0.00196004,0.0152361,0.0171961
24.3893,219,0.111367,0.00151553,0.0153795,0.016895
24.5006,220,0.111367,0.00112608,0.015506,0.0166321
24.612,221,0.111367,0.000792892,0.0156143,0.0164072
24.7234,222,0.111367,0.000517006,0.0157032,0.0162202
24.8347,223,0.111367,0.000299275,0.0157716,0.0160709
24.9461,224,0.111367,0.000140374,0.0158189,0.0159593
25.0575,225,0.111367,4.07957e-05,0.0158445,0.0158853
25.1688,226,0.111367,8.48988e-07,0.0158483,0.0158491
25.2802,227,0.111367,2.06575e-05,0.01583,0.0158506
25.3916,228,0.111367,0.00010016,0.0157899,0.0158901
25.5029,229,0.111367,0.00023911,0.0157286,0.0159677
25.6143,230,0.111367,0.000437076,0.0156465,0.0160836
25.7257,231,0.111367,0.000693445,0.0155446,0.0162381
25.837,232,0.111367,0.00100742,0.0154241,0.0164315
25.9484,233,0.111367,0.00137804,0.0152862,0.0166642
26.0598,234,0.111367,0.00180413,0.0151326,0.0169367
26.1711,235,0.111367,0.0022844,0.014965,0.0172494
26.2825,236,0.111367,0.00281734,0.0147853,0.0176027
26.3939,237,0.111367,0.0034013,0.0145959,0.0179972
26.5052,238,0.111367,0.00403448,0.014399,0.0184334
26.6166,239,0.111367,0.00471491,0.0141971,0.018912
26.728,240,0.111367,0.00544048,0.0139931,0.0194336
26.8393,241,0.111367,0.00620894,0.0137898,0.0199988
26.9507,242,0.111367,0.00701791,0.0135903,0.0206082
27.0621,243,0.111367,0.00786488,0.0133976,0.0212625
27.1734,244,0.111367,0.00874724,0.0132152,0.0219625
27.2848,245,0.111367,0.00966223,0.0130465,0.0227087
27.3962,246,0.111367,0.010607,0.0128949,0.023502
27.5075,247,0.111367,0.0115787,0.0127642,0.0243429
27.6189,248,0.111367,0.0125742,0.0126579,0.0252322
27.7303,249,0.111367,0.0135905,0.0125799,0.0261705
